time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2020-01-16 09:30:00-05:00,MLTrader,ba5325f9d10740a9b2bfddabffa938a8,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-16 09:30:00-05:00,MLTrader,ba5325f9d10740a9b2bfddabffa938a8,NVDA,buy,market,fill,1,gtc,0.0,1,stock,6.192999839782715,8074.0,0.0
2020-01-27 08:30:00-05:00,MLTrader,7460e28b9ea84bd8a98e5ae6776ce1d6,NVDA,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-01-27 08:30:00-05:00,MLTrader,46f2966d58464c758d54c8359aedcbe0,NVDA,sell,stop,fill,1,day,0.0,1,stock,5.883349847793578,8074.0,0.0
2020-02-13 09:30:00-05:00,MLTrader,6a2f3cd508e04ace889b96ae5bd8e18a,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2020-02-13 09:30:00-05:00,MLTrader,6a2f3cd508e04ace889b96ae5bd8e18a,NVDA,buy,market,fill,1,gtc,0.0,1,stock,6.755249977111816,7217.0,0.0
2020-02-27 08:30:00-05:00,MLTrader,1b7d4f2ce91d40daa28b4b58793d9a2b,NVDA,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-27 08:30:00-05:00,MLTrader,7d2abd6a335f4a94976cfe1847e920b5,NVDA,sell,stop,fill,1,day,0.0,1,stock,6.372499942779541,7217.0,0.0
2020-08-21 09:30:00-04:00,MLTrader,8e62fd1a638b49ff9c48a2e9ca28d6fd,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2020-08-21 09:30:00-04:00,MLTrader,8e62fd1a638b49ff9c48a2e9ca28d6fd,NVDA,buy,market,fill,1,gtc,0.0,1,stock,12.201749801635742,3882.0,0.0
2020-09-01 08:30:00-04:00,MLTrader,c3dc79be922c4c12a5c2764310b5987b,NVDA,sell,stop,canceled,1,day,0.0,1,stock,,,
2020-09-01 08:30:00-04:00,MLTrader,d397f34f99c84509bfad89dd96a1b890,NVDA,sell,limit,fill,1,day,0.0,1,stock,14.703749656677246,3882.0,0.0
2020-09-03 09:30:00-04:00,MLTrader,ccb00e15d76a470ca68b8ef8ab062023,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2020-09-03 09:30:00-04:00,MLTrader,ccb00e15d76a470ca68b8ef8ab062023,NVDA,buy,market,fill,1,gtc,0.0,1,stock,12.7837495803833,4086.0,0.0
2020-09-03 21:30:00-04:00,MLTrader,78c6bdd35a8140fbadf3e4115f80dc8d,NVDA,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-09-03 21:30:00-04:00,MLTrader,5385ada30176469b99cf611e5c385639,NVDA,sell,stop,fill,1,day,0.0,1,stock,12.144562101364135,4086.0,0.0
2020-09-04 09:30:00-04:00,MLTrader,ec842ce91dd84119b4380e9ad5068758,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2020-09-04 09:30:00-04:00,MLTrader,ec842ce91dd84119b4380e9ad5068758,NVDA,buy,market,fill,1,gtc,0.0,1,stock,12.7837495803833,3984.0,0.0
2020-09-04 21:30:00-04:00,MLTrader,2a6dbe87ff5c401ea8bd97a32ea607a0,NVDA,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-09-04 21:30:00-04:00,MLTrader,aa06122d7e714bcfb5eb83db621d65b8,NVDA,sell,stop,fill,1,day,0.0,1,stock,12.144562101364135,3984.0,0.0
2021-02-26 09:30:00-05:00,MLTrader,4e75f09b025f425ab22660a12ab8b8e1,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2021-02-26 09:30:00-05:00,MLTrader,4e75f09b025f425ab22660a12ab8b8e1,NVDA,buy,market,fill,1,gtc,0.0,1,stock,13.7524995803833,3611.0,0.0
2021-03-03 08:30:00-05:00,MLTrader,5fbe2cfd82494f32bde3ea11608145c2,NVDA,sell,limit,canceled,1,day,0.0,1,stock,,,
2021-03-03 08:30:00-05:00,MLTrader,fcf56f95dc6e484db02000d8ade7bfbb,NVDA,sell,stop,fill,1,day,0.0,1,stock,13.064874601364135,3611.0,0.0
2021-05-28 09:30:00-04:00,MLTrader,a0119a0499544ef798f36e98244d5549,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2021-05-28 09:30:00-04:00,MLTrader,a0119a0499544ef798f36e98244d5549,NVDA,buy,market,fill,1,gtc,0.0,1,stock,15.50100040435791,3123.0,0.0
2021-06-16 08:30:00-04:00,MLTrader,9e0932f922dd44acaa0398aea9f6cd97,NVDA,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-06-16 08:30:00-04:00,MLTrader,6b1b3d3f2b07470ba24a0edbb9bc643d,NVDA,sell,limit,fill,1,day,0.0,1,stock,18.60120048522949,3123.0,0.0
2021-11-18 09:30:00-05:00,MLTrader,58f556d9587b4b9f833ae8dfb1578c9b,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2021-11-18 09:30:00-05:00,MLTrader,58f556d9587b4b9f833ae8dfb1578c9b,NVDA,buy,market,fill,1,gtc,0.0,1,stock,32.367000579833984,1645.0,0.0
2021-12-03 08:30:00-05:00,MLTrader,cde87dae166c4fc2b0fbd7bf801781cd,NVDA,sell,limit,canceled,1,day,0.0,1,stock,,,
2021-12-03 08:30:00-05:00,MLTrader,09a0b2b9669e42988777c641bf0c1c09,NVDA,sell,stop,fill,1,day,0.0,1,stock,30.748650550842285,1645.0,0.0
2023-05-25 09:30:00-04:00,MLTrader,de58b6bf11ee4994bb3b2fe4d6f70dd8,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-05-25 09:30:00-04:00,MLTrader,de58b6bf11ee4994bb3b2fe4d6f70dd8,NVDA,buy,market,fill,1,gtc,0.0,1,stock,37.88999938964844,1371.0,0.0
2023-07-12 08:30:00-04:00,MLTrader,bd3f6f5aedcd4604aa103b5e96fe7793,NVDA,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-07-12 08:30:00-04:00,MLTrader,99d9312c9f554684ad1f4f3af54188f8,NVDA,sell,limit,fill,1,day,0.0,1,stock,45.46799926757812,1371.0,0.0
