time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2020-01-16 09:30:00-05:00,MLTrader,0eaa3b9ef7e14a7b82946ca44dcc1623,NVDA,buy,market,new,1,gtc,0.0,1,stock
