datetime,portfolio_value,cash,return
2020-12-15 09:30:00-05:00,100000.0,100000.0,
2020-12-16 09:30:00-05:00,100024.20013427734,96326.00006103516,0.00024200134277352348
2020-12-17 09:30:00-05:00,100045.40008544922,96326.00006103516,0.0002119482199649525
2020-12-18 09:30:00-05:00,100035.70007324219,96326.00006103516,-9.695610391624587e-05
2020-12-19 09:30:00-05:00,100035.70007324219,96326.00006103516,0.0
2020-12-21 09:30:00-05:00,99991.50007324219,96341.80006103516,-0.00044184226198884513
2020-12-22 09:30:00-05:00,100023.89997558594,96341.80006103516,0.0003240265654582686
2020-12-23 09:30:00-05:00,100024.60004882813,96341.80006103516,6.999059648293837e-06
2020-12-24 09:30:00-05:00,100022.59992675782,96341.80006103516,-1.9996301603208977e-05
2020-12-25 09:30:00-05:00,100022.59992675782,96341.80006103516,0.0
2020-12-28 09:30:00-05:00,100059.19996337891,96341.80006103516,0.00036591766908578016
2020-12-29 09:30:00-05:00,100079.9000366211,96341.80006103516,0.0002068782605673114
2020-12-30 09:30:00-05:00,100065.20002441407,96341.80006103516,-0.0001468827626891489
2020-12-31 09:30:00-05:00,100059.60004882813,96341.80006103516,-5.5963267795111626e-05
2021-01-01 09:30:00-05:00,100059.60004882813,96341.80006103516,0.0
2021-01-04 09:30:00-05:00,100094.9000366211,96341.80006103516,0.00035278961514673135
2021-01-05 09:30:00-05:00,100022.80012207032,96341.80006103516,-0.0007203155657721227
2021-01-06 09:30:00-05:00,100038.89997558594,96341.80006103516,0.00016096183566127742
2021-01-07 09:30:00-05:00,100102.80012207032,96341.80006103516,0.000638752990086644
2021-01-08 09:30:00-05:00,100147.70002441407,96341.80006103516,0.00044853792590204833
2021-01-09 09:30:00-05:00,100147.70002441407,96341.80006103516,0.0
2021-01-11 09:30:00-05:00,100120.30012207032,96341.80006103516,-0.00027359492366840765
2021-01-12 09:30:00-05:00,100130.70020751953,96341.80006103516,0.00010387589166760414
2021-01-13 09:30:00-05:00,100128.70008544922,96341.80006103516,-1.9975113188741567e-05
2021-01-14 09:30:00-05:00,100147.70002441407,96341.80006103516,0.0001897551745766446
2021-01-15 09:30:00-05:00,100109.00007324219,96341.80006103516,-0.00038642875635130913
2021-01-16 09:30:00-05:00,100109.00007324219,96341.80006103516,0.0
2021-01-19 09:30:00-05:00,100125.20002441407,96341.80006103516,0.00016182312439472213
2021-01-20 09:30:00-05:00,100152.89991455078,96341.80006103516,0.0002766525323292246
2021-01-21 09:30:00-05:00,100186.69996337891,96341.80006103516,0.00033748447480763666
2021-01-22 09:30:00-05:00,100164.30006103516,96341.80006103516,-0.0002235815966783461
2021-01-23 09:30:00-05:00,100164.30006103516,96341.80006103516,0.0
2021-01-25 09:30:00-05:00,100178.5001953125,96341.80006103516,0.0001417684171773903
2021-01-26 09:30:00-05:00,100195.90009765625,96341.80006103516,0.00017368898825420587
2021-01-27 09:30:00-05:00,100144.00007324219,96341.80006103516,-0.0005179855100206909
2021-01-28 09:30:00-05:00,100105.39991455078,96341.80006103516,-0.00038544654360894715
2021-01-29 09:30:00-05:00,100098.10010986328,96341.80006103516,-7.292118800517056e-05
2021-01-30 09:30:00-05:00,100098.10010986328,96341.80006103516,0.0
2021-02-01 09:30:00-05:00,100079.00007324219,96341.80006103516,-0.00019081317827340794
2021-02-02 09:30:00-05:00,100138.3,96341.80006103516,0.0005925311675218925
2021-02-03 09:30:00-05:00,100166.20008544922,96341.80006103516,0.0002786155292153758
2021-02-04 09:30:00-05:00,100171.39997558594,96341.80006103516,5.1912622544225684e-05
2021-02-05 09:30:00-05:00,100223.80018310547,96341.80006103516,0.000523105472543195
2021-02-06 09:30:00-05:00,100223.80018310547,96341.80006103516,0.0
2021-02-08 09:30:00-05:00,100234.49995117188,96341.80006103516,0.00010675875437637927
2021-02-09 09:30:00-05:00,100237.89991455078,96341.80006103516,3.3920091191852464e-05
2021-02-10 09:30:00-05:00,100263.00001220703,96341.80006103516,0.00025040526265662777
2021-02-11 09:30:00-05:00,100254.19996337891,96341.80006103516,-8.776965408030524e-05
2021-02-12 09:30:00-05:00,100240.30012207032,96341.80006103516,-0.00013864597506807463
2021-02-13 09:30:00-05:00,100240.30012207032,96341.80006103516,0.0
2021-02-16 09:30:00-05:00,100281.39997558594,96341.80006103516,0.0004100132727613559
2021-02-17 09:30:00-05:00,100246.0001953125,96341.80006103516,-0.00035300444830299593
2021-02-18 09:30:00-05:00,100237.70002441407,96341.80006103516,-8.27980256794536e-05
2021-02-19 09:30:00-05:00,100262.50013427735,96341.80006103516,0.00024741299787645055
2021-02-20 09:30:00-05:00,100262.50013427735,96341.80006103516,0.0
2021-02-22 09:30:00-05:00,100212.4000366211,96341.80006103516,-0.0004996892915013484
2021-02-23 09:30:00-05:00,100188.40009765625,96341.80006103516,-0.00023949071128992472
2021-02-24 09:30:00-05:00,100205.09992675782,96341.80006103516,0.00016668425771126927
2021-02-25 09:30:00-05:00,100245.90009765625,96341.80006103516,0.00040716661056428016
2021-02-26 09:30:00-05:00,100185.30012207032,96341.80006103516,-0.0006045132571697032
2021-02-27 09:30:00-05:00,100185.30012207032,96341.80006103516,0.0
2021-03-01 09:30:00-05:00,100197.70002441407,96341.80006103516,0.00012376967807292694
2021-03-02 09:30:00-05:00,100240.00013427735,96341.80006103516,0.0004221664754078258
2021-03-03 09:30:00-05:00,100199.70014648438,96341.80006103516,-0.0004020349934056311
2021-03-04 09:30:00-05:00,100154.00007324219,96341.80006103516,-0.00045608992018320027
2021-03-05 09:30:00-05:00,100146.39997558594,96341.80006103516,-7.588411496983749e-05
2021-03-06 09:30:00-05:00,100146.39997558594,96341.80006103516,0.0
2021-03-08 09:30:00-05:00,100188.40009765625,96341.80006103516,0.00041938723788925714
2021-03-09 09:30:00-05:00,100200.30012207032,96341.80006103516,0.00011877646915681161
2021-03-10 09:30:00-05:00,100238.70008544922,96341.80006103516,0.0003832320195860106
2021-03-11 09:30:00-05:00,100264.10017089844,96341.80006103516,0.00025339599802842727
2021-03-12 09:30:00-05:00,100262.50013427735,96341.80006103516,-1.595822052324891e-05
2021-03-13 09:30:00-05:00,100262.50013427735,96341.80006103516,0.0
2021-03-15 09:30:00-04:00,100312.50013427735,96341.80006103516,0.0004986909356243796
2021-03-16 09:30:00-04:00,100287.10004882813,96341.80006103516,-0.0002532095742326934
2021-03-17 09:30:00-04:00,100286.60017089844,96341.80006103516,-4.984468884305926e-06
2021-03-18 09:30:00-04:00,100240.60010986328,96341.80006103516,-0.00045868601544740706
2021-03-19 09:30:00-04:00,100240.60010986328,96341.80006103516,0.0
2021-03-20 09:30:00-04:00,100240.60010986328,96341.80006103516,0.0
2021-03-22 09:30:00-04:00,100260.90009765625,96341.80006103516,0.00020251263231374494
2021-03-23 09:30:00-04:00,100251.80006103516,96341.80006103516,-9.076356398385332e-05
2021-03-24 09:30:00-04:00,100201.60017089844,96341.80006103516,-0.0005007380426701458
2021-03-25 09:30:00-04:00,100251.09998779297,96341.80006103516,0.0004940022595458782
2021-03-26 09:30:00-04:00,100251.09998779297,96341.80006103516,0.0
2021-03-27 09:30:00-04:00,100251.09998779297,96341.80006103516,0.0
2021-03-29 09:30:00-04:00,100286.0001953125,96341.80006103516,0.0003481279260155734
2021-03-30 09:30:00-04:00,100295.20002441407,96341.80006103516,9.173592608791026e-05
2021-03-31 09:30:00-04:00,100325.8,96341.80006103516,0.0003050991032320649
2021-04-01 09:30:00-04:00,100325.8,96341.80006103516,0.0
2021-04-02 09:30:00-04:00,100325.8,96341.80006103516,0.0
2021-04-05 09:30:00-04:00,100399.40015869141,96341.80006103516,0.0007336114807099392
2021-04-06 09:30:00-04:00,100401.20008544922,96341.80006103516,1.7927664457850767e-05
2021-04-07 09:30:00-04:00,100421.09998779297,96341.80006103516,0.00019820382950408444
2021-04-08 09:30:00-04:00,100425.70020751953,96341.80006103516,4.580929433273262e-05
2021-04-09 09:30:00-04:00,100425.70020751953,96341.80006103516,0.0
2021-04-10 09:30:00-04:00,100425.70020751953,96341.80006103516,0.0
2021-04-12 09:30:00-04:00,100457.10004882813,96341.80006103516,0.00031266738736901445
2021-04-13 09:30:00-04:00,100470.09992675782,96341.80006103516,0.0001294072586544015
2021-04-14 09:30:00-04:00,100479.19996337891,96341.80006103516,9.057457519934253e-05
2021-04-15 09:30:00-04:00,100514.30006103516,96341.80006103516,0.00034932700169831854
2021-04-16 09:30:00-04:00,100514.30006103516,96341.80006103516,0.0
2021-04-17 09:30:00-04:00,100514.30006103516,96341.80006103516,0.0
2021-04-19 09:30:00-04:00,100480.90009765625,96341.80006103516,-0.0003322906627079014
2021-04-20 09:30:00-04:00,100456.90015869141,96341.80006103516,-0.0002388507561289499
2021-04-21 09:30:00-04:00,100500.70020751953,96341.80006103516,0.00043600836536805687
2021-04-22 09:30:00-04:00,100470.50001220703,96341.80006103516,-0.00030049736220882917
2021-04-23 09:30:00-04:00,100470.50001220703,96341.80006103516,0.0
2021-04-24 09:30:00-04:00,100470.50001220703,96341.80006103516,0.0
2021-04-26 09:30:00-04:00,100521.09998779297,96341.80006103516,0.0005036301758205575
2021-04-27 09:30:00-04:00,100519.9000366211,96341.80006103516,-1.1937306416465177e-05
2021-04-28 09:30:00-04:00,100545.00013427735,96341.80006103516,0.0002497027717607292
2021-04-29 09:30:00-04:00,100518.10010986328,96341.80006103516,-0.00026754213912316693
2021-04-30 09:30:00-04:00,100518.10010986328,96341.80006103516,0.0
