time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2020-12-15 09:30:00-05:00,MLStrategy,74bfa605b43644e48e188ff2e71ea019,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2020-12-15 09:30:00-05:00,MLStrategy,74bfa605b43644e48e188ff2e71ea019,NVDA,buy,market,fill,1,gtc,0.0,1,stock,13.439749717712402,10.0,0.0
